Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Block_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,KEMISKINAN (%),PENGANGGURAN (%),KETIMPANGAN,IPM
Kota Bau-bau,2022,31.28,21.21,25.44,64.51,41.25,53.81,34.02,77.04,67.98,14.1,8.29,0.48,82.89
Kota Bau-bau,2023,37.34,15.95,21.03,65.1,52.0,50.5,31.74,111.67,95.51,8.73,6.03,0.43,70.74
Kota Bau-bau,2024,29.67,25.1,24.57,81.16,39.35,39.64,47.4,108.18,70.3,9.01,6.08,0.46,75.24
Kota Denpasar,2014,40.85,34.78,26.32,99.01,50.34,44.04,42.37,129.04,62.31,7.57,5.98,0.34,79.33
Kota Denpasar,2015,48.77,31.08,33.42,92.17,62.0,68.47,68.64,95.9,99.69,19.29,3.17,0.38,82.39
Kota Denpasar,2016,47.02,29.64,29.78,90.06,63.78,69.99,61.84,88.97,66.24,18.99,4.85,0.33,62.25
Kota Denpasar,2017,44.53,25.54,25.99,91.22,64.14,72.63,70.42,100.95,72.91,8.68,9.76,0.3,81.99
Kota Denpasar,2018,75.61,32.7,27.96,105.11,61.65,51.17,60.33,134.4,88.64,5.64,3.08,0.39,63.3
Kota Denpasar,2019,54.3,41.72,26.78,113.98,49.92,45.76,47.01,174.81,84.37,7.13,7.96,0.31,62.7
Kota Denpasar,2020,65.71,65.12,43.62,124.69,71.87,65.27,60.84,174.69,95.97,14.04,7.05,0.35,61.17
Kota Denpasar,2021,69.51,49.87,29.49,150.1,54.37,97.03,60.33,199.63,76.27,15.95,4.15,0.41,67.82
Kota Denpasar,2022,79.71,38.74,29.98,93.04,59.3,80.25,58.45,167.35,84.73,19.19,4.01,0.34,81.57
Kota Denpasar,2023,48.13,37.08,38.28,134.14,54.31,53.22,92.11,167.83,71.82,13.85,8.38,0.39,78.96
Kota Denpasar,2024,60.94,60.21,34.77,146.05,66.11,94.14,94.69,121.67,81.16,16.97,6.03,0.48,71.25
Kota Mataram,2014,73.39,41.8,42.6,164.7,95.94,100.93,76.65,177.1,74.71,5.67,8.72,0.5,70.17
Kota Mataram,2015,71.37,70.31,49.17,170.08,76.5,107.59,102.98,161.4,93.74,13.18,4.03,0.39,82.03
Kota Mataram,2016,119.91,71.07,38.85,168.25,98.17,91.17,72.98,184.69,91.19,6.09,3.69,0.38,67.63
Kota Mataram,2017,100.86,92.22,56.1,198.25,92.39,142.37,112.18,268.53,78.11,10.48,3.7,0.43,60.19
Kota Mataram,2018,85.13,80.46,70.64,175.89,129.72,107.61,106.76,275.56,62.19,18.35,8.5,0.36,73.63
Kota Mataram,2019,100.73,68.66,63.89,202.04,98.69,71.0,129.89,163.85,91.82,14.33,3.17,0.38,84.65
Kota Mataram,2020,98.39,55.78,65.83,198.3,85.54,74.72,112.45,184.72,83.39,15.08,3.22,0.33,77.16
Kota Mataram,2021,136.48,41.04,44.65,220.31,105.29,125.12,86.89,236.56,62.9,15.89,5.2,0.47,75.09
Kota Mataram,2022,125.39,86.68,46.91,193.42,108.15,112.77,141.77,238.69,100.0,19.1,5.06,0.38,79.67
Kota Mataram,2023,136.38,48.78,61.65,200.18,176.25,115.34,166.13,295.54,100.0,10.11,6.8,0.47,82.08
Kota Mataram,2024,103.79,64.71,40.37,201.31,143.71,107.04,134.82,252.22,69.68,10.63,3.99,0.44,81.36
Kota Bima,2014,69.85,32.71,45.1,158.32,63.79,105.58,89.34,194.12,78.18,19.57,3.59,0.48,63.15
Kota Bima,2015,110.97,84.29,45.14,155.48,102.38,109.85,67.22,216.98,64.42,12.22,6.15,0.38,72.73
Kota Bima,2016,102.56,96.27,39.09,180.46,120.05,111.23,106.45,207.32,66.79,17.91,8.75,0.32,81.21
Kota Bima,2017,81.69,89.26,46.66,183.0,82.32,65.42,97.45,143.38,90.95,16.32,4.93,0.39,62.18
Kota Bima,2018,117.54,42.99,54.34,192.49,110.84,119.49,73.17,165.05,76.78,18.42,8.01,0.43,76.59
Kota Bima,2019,73.45,90.31,59.02,173.87,133.58,93.95,91.01,263.37,81.73,16.95,6.6,0.33,65.38
Kota Bima,2020,107.89,104.1,75.95,218.54,107.3,139.33,105.27,181.82,100.0,5.5,5.7,0.48,65.97
Kota Bima,2021,138.79,36.99,62.91,163.56,73.1,135.12,80.3,218.67,94.2,9.11,3.46,0.31,62.89
Kota Bima,2022,120.76,67.6,46.06,165.88,132.31,131.06,117.68,258.54,91.23,9.79,5.67,0.42,75.59
Kota Bima,2023,115.85,122.92,75.31,201.4,142.87,105.01,91.0,223.72,76.53,11.04,3.12,0.46,68.98
Kota Bima,2024,95.5,60.02,84.02,231.97,173.42,177.73,121.99,230.99,68.95,17.88,9.99,0.43,79.88
Kota Kupang,2014,96.46,81.68,51.72,123.84,81.9,70.12,75.54,233.5,78.46,5.55,4.54,0.36,75.42
Kota Kupang,2015,78.53,42.82,39.86,161.31,81.94,125.54,94.36,136.5,87.11,15.94,5.3,0.43,66.99
Kota Kupang,2016,120.36,96.99,42.83,158.58,99.45,130.89,129.14,148.04,86.6,6.98,6.47,0.32,68.64
Kota Kupang,2017,108.93,96.51,66.47,158.15,106.47,123.59,74.4,224.99,64.2,11.13,4.44,0.38,61.9
Kota Kupang,2018,95.71,61.99,42.82,218.85,114.09,120.11,119.9,215.52,68.58,7.89,8.22,0.33,62.6
Kota Kupang,2019,97.25,64.9,59.34,197.05,137.46,130.61,132.29,275.79,83.53,9.39,5.26,0.39,67.69
Kota Kupang,2020,163.89,60.05,45.43,184.56,112.4,100.67,138.53,335.73,63.17,16.05,4.51,0.38,72.7
Kota Kupang,2021,166.8,127.86,68.44,244.36,100.84,141.97,113.25,259.7,90.36,14.51,4.8,0.31,60.26
Kota Kupang,2022,72.32,43.78,44.45,159.32,142.5,93.67,80.86,221.71,64.51,17.87,7.75,0.36,74.04
Kota Kupang,2023,165.81,111.93,89.75,275.39,151.5,137.19,157.51,348.91,100.0,5.08,9.94,0.34,71.76
Kota Kupang,2024,129.34,103.13,59.79,252.88,124.28,143.97,145.01,420.88,77.91,19.92,3.8,0.45,61.29
Kota Ambon,2014,61.34,44.97,18.63,67.46,38.71,47.3,48.99,76.25,73.99,16.35,5.17,0.48,76.42
Kota Ambon,2015,58.44,43.03,21.07,76.39,63.21,38.03,34.03,94.95,86.77,17.02,8.4,0.48,73.33
Kota Ambon,2016,52.16,41.97,17.95,71.33,33.23,52.32,61.94,109.7,67.48,19.73,3.44,0.48,80.35
Kota Ambon,2017,68.77,27.46,32.92,100.38,61.25,54.48,39.03,106.76,88.39,10.35,8.55,0.45,82.77
Kota Ambon,2018,61.18,48.64,30.25,72.03,36.56,34.52,55.08,110.22,71.45,19.8,5.79,0.37,75.61
Kota Ambon,2019,81.46,54.81,30.0,110.82,78.07,62.69,51.17,98.39,67.19,5.0,8.03,0.32,66.1
Kota Ambon,2020,59.76,34.39,32.07,78.73,43.05,57.42,51.2,99.26,75.79,6.01,9.27,0.44,63.04
Kota Ambon,2021,71.94,43.03,25.82,98.42,63.98,64.84,53.84,104.18,87.99,5.17,9.49,0.42,65.08
Kota Ambon,2022,95.7,74.42,46.83,149.82,62.2,92.07,91.11,123.04,70.41,6.48,9.86,0.36,81.77
Kota Ambon,2023,37.67,35.64,22.85,99.24,57.76,39.75,42.89,102.42,90.58,7.78,8.55,0.38,62.34
Kota Ambon,2024,50.74,29.26,28.83,133.02,89.53,84.95,62.06,118.38,90.94,13.24,8.05,0.5,63.29
Kota Tual,2014,20.13,14.79,9.22,32.45,16.6,21.02,21.62,40.59,61.68,9.65,4.37,0.41,71.33
Kota Tual,2015,12.96,8.93,10.32,24.69,15.56,16.35,19.12,27.3,92.32,17.91,6.13,0.48,71.7
Kota Tual,2016,13.46,5.94,9.03,24.84,16.41,18.73,15.04,27.71,100.0,16.62,9.63,0.32,63.89
Kota Tual,2017,14.06,20.01,6.8,38.92,17.71,26.26,17.84,44.81,85.24,6.2,4.7,0.45,73.22
Kota Tual,2018,20.45,19.6,10.37,42.64,28.05,19.02,26.99,52.88,94.85,8.16,7.37,0.31,80.92
Kota Tual,2019,13.56,11.4,9.98,36.14,24.99,18.22,13.42,44.29,67.14,13.48,6.14,0.36,72.56
Kota Tual,2020,23.97,14.24,12.8,34.7,16.89,25.26,21.25,32.93,99.13,14.35,5.5,0.47,71.33
Kota Tual,2021,17.39,14.23,15.74,44.59,18.41,20.29,21.11,52.4,78.1,16.35,8.25,0.4,80.27
Kota Tual,2022,16.91,16.02,14.69,42.03,23.76,24.78,29.05,42.99,82.12,9.97,9.84,0.47,68.08
Kota Tual,2023,22.24,10.2,15.38,37.78,29.47,18.69,24.32,32.18,100.0,16.46,7.07,0.43,61.29
Kota Tual,2024,15.66,11.5,11.86,37.4,23.5,22.58,18.55,36.28,68.04,7.06,8.94,0.42,64.66
Kota Jayapura,2014,64.64,43.0,26.09,83.89,73.41,66.66,48.28,137.05,95.48,16.38,5.08,0.39,64.65
Kota Jayapura,2015,65.6,29.22,34.65,114.06,40.99,56.09,68.62,136.24,72.13,16.4,5.44,0.39,74.87
Kota Jayapura,2016,56.96,61.06,27.23,128.25,71.67,62.79,69.22,109.2,95.87,9.11,3.79,0.32,68.69
Kota Jayapura,2017,71.4,26.76,41.13,115.52,87.07,74.17,52.19,130.89,97.81,14.73,3.2,0.3,63.24
Kota Jayapura,2018,60.46,41.76,24.07,113.07,67.51,54.75,42.87,91.16,92.11,10.88,4.08,0.38,75.7
Kota Jayapura,2019,57.72,39.56,37.84,134.13,82.2,72.83,63.87,128.0,96.87,18.19,3.27,0.5,76.61
Kota Jayapura,2020,52.56,55.98,37.59,106.62,64.71,95.71,78.48,143.13,94.62,6.09,8.0,0.44,75.35
Kota Jayapura,2021,72.02,54.91,30.98,147.74,79.8,65.86,72.82,181.4,70.79,7.42,5.05,0.44,67.89
Kota Jayapura,2022,64.58,72.14,30.52,114.98,108.45,90.34,77.23,140.84,100.0,14.25,6.56,0.5,84.58
Kota Jayapura,2023,81.5,55.98,47.52,118.7,75.03,60.73,60.63,135.09,64.42,12.28,8.49,0.4,68.39
Kota Jayapura,2024,71.84,35.74,37.42,137.96,51.5,56.17,68.26,182.45,71.63,16.58,9.29,0.37,84.8
Kota Ternate,2014,63.3,48.69,18.6,72.1,35.24,37.68,41.26,134.41,92.71,15.02,8.45,0.46,73.38
Kota Ternate,2015,58.13,29.67,28.43,92.29,66.42,72.19,51.4,128.47,80.94,6.5,8.44,0.37,60.98
Kota Ternate,2016,59.54,22.89,35.56,76.8,71.34,63.1,49.15,102.82,90.36,16.11,7.21,0.43,69.73
Kota Ternate,2017,77.91,27.95,27.76,89.74,69.11,69.07,50.61,84.68,85.13,5.17,5.99,0.38,84.71
Kota Ternate,2018,51.12,56.61,30.33,105.76,44.58,56.27,79.11,129.35,74.06,10.17,7.38,0.48,66.85
Kota Ternate,2019,83.62,28.71,36.71,111.62,71.71,57.69,56.09,143.81,91.18,8.23,5.94,0.34,60.21
Kota Ternate,2020,71.76,73.64,28.58,129.68,60.19,89.72,89.4,111.53,89.39,18.68,4.36,0.42,84.64
Kota Ternate,2021,100.83,43.42,28.49,112.77,77.32,92.41,59.27,171.06,69.74,9.85,5.39,0.43,71.67
Kota Ternate,2022,61.11,68.2,28.13,116.0,87.56,98.07,66.23,140.33,63.16,13.06,4.48,0.46,79.34
Kota Ternate,2023,62.84,54.73,28.71,113.04,45.09,69.06,49.48,157.17,96.21,10.33,4.97,0.47,61.25
Kota Ternate,2024,67.2,38.5,46.89,134.94,52.19,84.11,74.92,186.49,68.38,9.69,7.02,0.4,72.24
Kota Tidore Kepulauan,2014,84.7,45.9,47.24,109.07,81.18,93.63,80.25,180.56,92.0,17.41,5.52,0.42,63.91
Kota Tidore Kepulauan,2015,62.46,63.13,38.78,122.39,64.4,101.45,54.4,105.94,82.84,8.26,9.8,0.5,76.37
Kota Tidore Kepulauan,2016,67.09,81.36,31.58,116.13,61.47,86.95,98.43,151.07,85.27,19.67,6.04,0.33,71.65
Kota Tidore Kepulauan,2017,104.5,54.68,45.45,129.32,93.88,113.27,59.83,215.2,76.23,13.43,4.76,0.49,72.08
Kota Tidore Kepulauan,2018,66.1,41.65,51.27,146.26,107.04,68.92,62.72,112.57,82.98,12.62,9.99,0.44,67.71
Kota Tidore Kepulauan,2019,117.17,33.89,59.74,151.28,75.6,80.64,96.57,187.4,91.55,9.33,4.21,0.45,84.75
Kota Tidore Kepulauan,2020,87.53,50.31,41.12,144.32,104.78,108.43,115.19,226.97,91.76,9.38,5.31,0.44,68.74
Kota Tidore Kepulauan,2021,81.51,45.79,32.27,167.85,109.9,72.34,63.15,206.25,100.0,8.17,5.75,0.31,65.66
Kota Tidore Kepulauan,2022,134.11,52.55,49.65,158.63,79.84,148.07,123.05,229.23,75.39,16.48,8.88,0.46,60.41
Kota Tidore Kepulauan,2023,102.26,54.12,61.25,164.71,120.9,74.24,115.18,163.31,78.76,19.84,4.1,0.4,79.82
Kota Tidore Kepulauan,2024,103.38,104.66,50.18,183.37,74.26,129.72,116.06,197.73,100.0,5.24,7.14,0.3,60.03
Kota Cilegon,2014,124.72,120.68,55.13,242.08,120.28,165.36,173.89,360.21,77.94,8.83,3.62,0.32,70.65
Kota Cilegon,2015,137.21,85.27,62.02,293.58,189.28,185.12,209.7,334.97,96.0,7.02,5.03,0.43,75.33
Kota Cilegon,2016,194.38,131.37,108.64,298.68,205.42,144.22,193.83,439.4,76.56,10.79,8.45,0.44,61.49
Kota Cilegon,2017,137.74,178.83,110.38,257.12,136.71,194.33,163.91,252.26,88.43,13.12,5.71,0.32,80.05
Kota Cilegon,2018,238.89,179.85,82.72,307.84,164.36,240.04,264.91,466.97,86.44,18.22,7.47,0.38,70.64
Kota Cilegon,2019,121.17,140.44,84.49,299.82,182.98,150.06,173.38,345.55,93.05,10.83,8.74,0.39,75.09
Kota Cilegon,2020,281.68,209.87,95.85,307.15,190.34,193.0,288.19,497.86,86.46,6.23,3.95,0.33,75.76
Kota Cilegon,2021,281.95,218.42,91.1,350.2,188.05,206.01,290.29,477.62,87.37,16.07,6.43,0.31,61.6
Kota Cilegon,2022,255.08,106.16,127.77,417.12,209.53,259.18,208.37,498.16,87.49,16.46,9.94,0.37,70.28
Kota Cilegon,2023,159.95,158.53,127.33,318.1,156.73,170.71,193.29,342.9,87.49,8.5,8.15,0.3,73.48
Kota Cilegon,2024,222.11,193.53,146.37,465.72,253.62,236.2,322.04,616.9,93.89,9.82,3.72,0.31,62.36
Kota Tangerang,2014,138.12,129.47,66.86,285.49,180.33,128.71,178.61,361.14,70.79,10.96,4.47,0.4,83.03
Kota Tangerang,2015,128.25,129.33,78.03,283.37,189.61,165.65,198.35,376.62,80.18,14.23,4.06,0.47,83.4
Kota Tangerang,2016,162.43,82.83,95.75,297.05,124.52,204.87,128.9,392.33,63.14,11.85,5.3,0.33,64.19
Kota Tangerang,2017,188.88,75.78,67.78,252.45,212.43,208.55,128.94,380.15,93.27,6.27,9.33,0.48,77.46
Kota Tangerang,2018,243.72,178.75,105.6,310.27,163.85,178.57,219.11,315.55,93.59,8.88,6.28,0.35,74.72
Kota Tangerang,2019,248.68,165.94,112.58,353.93,168.8,269.54,177.62,310.5,79.05,16.25,4.23,0.37,60.71
Kota Tangerang,2020,141.74,66.98,100.07,342.74,165.91,226.47,146.59,320.24,75.89,7.26,7.34,0.38,75.33
Kota Tangerang,2021,233.14,170.08,145.95,346.77,205.0,259.08,243.03,355.52,65.87,10.64,6.27,0.38,64.46
Kota Tangerang,2022,292.0,162.6,139.18,480.05,188.25,207.17,255.61,596.15,89.06,5.54,9.89,0.39,68.98
Kota Tangerang,2023,162.35,178.55,135.16,333.67,269.91,252.13,204.74,462.84,100.0,11.52,6.91,0.31,77.41
Kota Tangerang,2024,231.23,168.6,78.71,295.69,188.5,203.18,163.82,405.3,90.23,9.47,3.39,0.3,62.53
Kota Serang,2014,88.03,62.47,35.37,157.37,70.61,99.4,119.26,147.53,85.45,16.47,3.16,0.38,62.77
Kota Serang,2015,75.37,56.09,45.52,147.76,106.4,123.24,89.96,153.16,65.18,9.06,8.98,0.41,71.38
Kota Serang,2016,94.62,50.81,63.41,188.23,70.74,98.98,79.95,184.15,94.45,18.15,6.69,0.37,65.2
Kota Serang,2017,120.67,71.91,45.22,173.38,145.57,112.91,104.04,226.02,84.53,16.68,5.38,0.34,74.62
Kota Serang,2018,130.98,105.69,52.43,158.71,149.76,109.74,124.14,254.86,69.05,13.2,4.44,0.45,80.09
Kota Serang,2019,116.25,47.94,42.32,182.7,102.37,152.57,139.29,259.26,74.46,12.76,4.17,0.5,69.38
Kota Serang,2020,106.76,98.2,67.44,143.72,134.81,90.87,74.25,264.11,65.16,17.96,7.17,0.41,80.33
Kota Serang,2021,171.43,95.48,89.23,271.75,101.27,167.75,136.03,251.7,74.5,14.2,3.39,0.4,81.77
Kota Serang,2022,111.09,112.11,55.63,183.67,112.19,118.34,127.1,280.48,78.06,11.78,8.72,0.41,68.46
Kota Serang,2023,162.69,100.21,50.04,205.51,121.73,121.48,158.49,192.9,74.49,16.34,4.86,0.36,73.2
Kota Serang,2024,154.56,48.01,59.23,233.71,132.53,106.0,116.53,279.97,100.0,19.6,9.25,0.37,84.95
Kota Tangerang Selatan,2014,146.16,56.06,42.51,179.29,114.29,138.69,130.17,198.37,67.44,12.55,9.48,0.46,68.08
Kota Tangerang Selatan,2015,147.74,48.63,44.75,187.49,149.4,102.35,130.69,189.06,78.82,18.81,5.41,0.48,83.62
Kota Tangerang Selatan,2016,122.12,43.76,79.6,210.05,89.66,92.6,115.39,323.65,65.84,15.39,9.07,0.37,61.08
Kota Tangerang Selatan,2017,100.7,143.32,67.75,199.01,167.23,196.08,194.6,229.87,90.61,7.72,6.96,0.43,78.49
Kota Tangerang Selatan,2018,176.38,102.52,83.15,228.69,127.33,178.01,142.44,336.16,80.02,19.3,7.73,0.41,60.09
Kota Tangerang Selatan,2019,107.02,61.13,55.91,205.41,121.2,126.59,97.93,185.78,92.1,15.11,6.76,0.39,75.86
Kota Tangerang Selatan,2020,162.24,129.67,111.0,322.68,162.04,186.9,133.76,354.66,86.1,19.72,6.63,0.49,70.18
Kota Tangerang Selatan,2021,197.37,67.77,99.16,284.28,129.04,227.57,159.44,449.06,94.21,9.32,4.36,0.49,69.04
Kota Tangerang Selatan,2022,186.91,123.12,111.14,310.49,162.97,216.21,137.12,358.56,100.0,19.26,7.38,0.46,76.34
Kota Tangerang Selatan,2023,254.51,101.17,76.55,325.13,222.76,160.63,131.43,351.55,65.61,19.53,7.86,0.38,64.81
Kota Tangerang Selatan,2024,132.53,68.69,108.01,339.61,131.88,119.47,150.65,331.18,73.95,8.07,5.11,0.34,79.36
Kota Pangkal Pinang,2014,81.16,82.43,57.61,127.16,71.55,89.25,63.84,168.07,96.25,13.73,6.65,0.37,73.56
Kota Pangkal Pinang,2015,76.03,72.8,32.89,130.26,97.83,69.65,64.45,147.7,71.53,13.47,7.92,0.34,76.71
Kota Pangkal Pinang,2016,100.23,56.65,51.37,186.07,120.39,62.39,117.13,132.51,79.32,19.3,4.97,0.38,62.29
Kota Pangkal Pinang,2017,109.12,91.28,50.9,171.63,111.35,79.8,66.05,126.63,64.09,10.26,4.69,0.31,64.49
Kota Pangkal Pinang,2018,124.34,41.57,49.92,168.37,100.22,71.36,85.63,136.52,62.29,10.94,4.32,0.41,77.32
Kota Pangkal Pinang,2019,105.69,65.39,67.86,163.55,127.8,129.51,104.58,191.2,97.68,12.06,3.65,0.31,62.79
Kota Pangkal Pinang,2020,104.49,93.72,42.92,203.89,135.8,136.08,127.65,189.48,83.98,6.09,6.98,0.41,81.25
Kota Pangkal Pinang,2021,137.49,77.05,54.06,182.77,137.58,141.81,166.37,274.33,79.07,18.75,7.4,0.47,63.71
Kota Pangkal Pinang,2022,153.92,61.58,54.66,268.89,94.84,134.38,120.69,305.98,65.66,17.59,5.52,0.39,84.55
Kota Pangkal Pinang,2023,177.96,88.05,57.88,226.23,160.97,104.06,119.17,196.35,100.0,11.49,8.79,0.3,76.88
Kota Pangkal Pinang,2024,127.32,122.87,101.65,304.93,127.12,113.26,118.2,350.4,99.79,15.89,7.72,0.37,64.24
Kota Gorontalo,2014,92.03,50.11,35.63,122.08,64.49,67.38,58.28,143.39,76.75,5.55,4.3,0.45,68.14
Kota Gorontalo,2015,96.88,61.01,55.26,114.07,98.11,110.53,105.09,131.81,90.02,9.9,4.21,0.42,77.8
Kota Gorontalo,2016,88.34,68.34,40.78,163.78,101.66,61.1,93.03,141.78,71.45,13.36,9.7,0.48,70.11
Kota Gorontalo,2017,73.1,61.14,32.99,150.96,59.3,78.39,72.24,233.46,69.54,15.91,5.45,0.32,72.92
Kota Gorontalo,2018,92.52,80.41,48.65,158.6,92.79,116.05,116.33,182.18,81.69,9.59,6.22,0.34,75.91
Kota Gorontalo,2019,73.41,46.42,49.23,192.14,104.23,111.89,89.1,209.12,86.39,11.71,7.61,0.31,72.33
Kota Gorontalo,2020,86.59,95.38,38.61,150.9,98.58,121.64,92.49,227.71,66.31,17.85,5.17,0.38,68.91
Kota Gorontalo,2021,82.82,64.11,66.59,203.45,113.9,122.12,94.97,226.92,71.47,12.53,9.31,0.35,81.7
Kota Gorontalo,2022,79.8,95.78,40.49,234.42,146.46,101.46,98.34,216.08,98.32,10.34,5.61,0.36,75.53
Kota Gorontalo,2023,124.67,88.63,49.86,192.66,84.22,68.72,109.35,196.92,83.36,13.51,9.3,0.49,75.86
Kota Gorontalo,2024,95.68,58.33,76.5,214.64,127.65,115.52,141.9,209.25,100.0,14.4,4.22,0.31,68.26
Kota Batam,2014,94.15,60.38,69.11,221.42,93.34,89.89,177.43,296.09,62.71,10.48,6.29,0.35,68.62
Kota Batam,2015,177.94,64.65,86.96,200.5,114.82,98.02,107.81,362.39,81.99,11.89,3.54,0.49,81.97
Kota Batam,2016,195.08,72.66,92.64,271.41,188.65,181.3,135.86,358.07,79.31,8.94,5.3,0.32,83.38
Kota Batam,2017,150.96,88.49,97.29,231.81,176.57,184.2,142.52,273.64,68.93,16.22,9.39,0.45,65.68
Kota Batam,2018,160.14,124.21,105.68,252.57,205.95,184.22,218.51,270.52,96.4,11.31,8.83,0.3,62.81
Kota Batam,2019,159.65,183.99,73.73,294.41,218.57,206.71,197.15,381.53,80.73,17.65,4.64,0.39,63.89
Kota Batam,2020,148.94,99.31,87.61,241.39,130.05,200.8,170.19,444.2,89.2,15.42,3.06,0.42,62.34
Kota Batam,2021,260.91,135.1,110.23,293.11,188.34,243.17,152.95,331.6,66.04,11.68,7.99,0.38,83.19
Kota Batam,2022,147.46,130.05,65.94,285.75,125.24,113.59,120.59,415.22,96.06,13.28,8.57,0.37,74.82
Kota Batam,2023,251.32,161.14,111.76,264.31,200.16,189.48,249.01,324.8,68.12,9.05,5.88,0.35,63.23
Kota Batam,2024,238.43,208.3,140.09,349.17,236.81,165.74,293.05,429.72,71.61,10.91,5.12,0.39,66.29
Kota Tanjung Pinang,2014,82.53,36.18,33.05,129.3,47.36,85.0,54.86,151.05,66.59,13.74,6.87,0.47,62.54
Kota Tanjung Pinang,2015,72.04,61.41,28.48,131.26,65.55,55.68,82.37,102.18,90.78,12.72,3.45,0.37,75.03
Kota Tanjung Pinang,2016,69.95,46.26,30.54,122.29,97.27,92.15,57.03,102.56,69.65,19.0,6.69,0.41,79.52
Kota Tanjung Pinang,2017,74.45,73.79,42.01,108.21,56.94,60.51,88.76,130.17,97.35,5.32,9.61,0.33,60.24
Kota Tanjung Pinang,2018,63.18,47.16,49.12,147.28,74.53,72.17,79.55,127.22,71.43,5.78,9.57,0.34,64.96
Kota Tanjung Pinang,2019,83.34,28.97,32.07,132.87,94.07,68.63,79.51,174.02,100.0,18.33,5.28,0.33,72.23
Kota Tanjung Pinang,2020,69.35,57.78,31.8,127.07,92.67,81.12,115.3,200.23,62.52,11.81,5.86,0.4,61.01
Kota Tanjung Pinang,2021,136.21,46.45,38.19,146.12,113.22,113.25,125.96,238.83,83.78,11.75,7.29,0.44,72.82
Kota Tanjung Pinang,2022,102.76,66.06,51.35,163.21,107.39,102.62,94.93,210.11,85.54,11.74,4.69,0.3,74.0
Kota Tanjung Pinang,2023,133.0,58.1,47.01,148.5,72.2,119.57,84.28,217.02,69.57,15.32,6.3,0.48,71.09
Kota Tanjung Pinang,2024,116.95,83.99,35.9,124.97,67.24,79.36,121.66,192.27,97.17,10.6,9.22,0.39,67.88
Kota Tarakan,2014,216.91,119.09,105.26,256.4,185.09,233.4,151.88,422.21,91.02,12.36,3.28,0.45,64.21
Kota Tarakan,2015,135.12,180.08,80.38,277.1,140.53,242.2,213.06,433.53,68.66,12.49,6.32,0.32,74.0
Kota Tarakan,2016,248.81,163.16,88.91,270.73,224.67,141.2,149.67,304.92,72.84,13.35,8.51,0.36,62.12
Kota Tarakan,2017,235.2,97.1,82.07,396.54,262.92,267.81,243.21,319.73,84.85,8.18,5.38,0.36,83.91
Kota Tarakan,2018,257.46,102.44,142.58,422.32,173.78,279.44,190.0,322.84,93.67,14.85,7.58,0.32,67.97
Kota Tarakan,2019,276.03,202.29,99.73,341.87,209.99,205.39,203.03,392.31,99.2,13.62,5.3,0.46,64.6
Kota Tarakan,2020,153.51,148.67,79.95,450.96,271.18,225.67,164.56,482.34,70.02,16.38,4.34,0.41,80.36
Kota Tarakan,2021,310.26,237.35,166.72,413.94,269.95,308.14,292.04,686.78,94.46,5.21,5.49,0.36,66.56
Kota Tarakan,2022,254.73,87.15,129.78,401.43,186.42,186.72,242.76,525.26,100.0,18.15,8.96,0.49,74.53
Kota Tarakan,2023,355.47,274.13,99.42,582.96,289.63,353.44,221.56,548.75,78.19,9.07,5.04,0.32,80.14
Kota Tarakan,2024,186.15,95.65,112.69,319.72,178.56,211.09,234.4,318.07,68.84,7.63,4.73,0.49,69.93
Kota Sorong,2014,80.42,30.98,27.92,133.21,75.47,61.35,91.06,215.07,67.37,10.93,7.37,0.49,80.79
Kota Sorong,2015,98.24,35.51,42.75,128.86,65.65,80.64,63.95,192.12,86.46,11.84,6.72,0.33,63.49
Kota Sorong,2016,118.89,35.71,38.5,171.87,64.22,112.36,91.3,168.7,78.75,9.65,5.08,0.36,82.12
Kota Sorong,2017,107.24,83.42,40.37,168.15,93.78,114.48,84.09,211.07,65.53,18.23,5.82,0.31,72.9
Kota Sorong,2018,104.94,91.06,46.62,154.77,103.84,69.25,78.67,240.86,94.16,15.05,3.09,0.34,77.07
Kota Sorong,2019,131.97,56.82,69.26,183.12,121.69,114.53,80.53,281.63,100.0,6.84,4.78,0.46,75.46
Kota Sorong,2020,116.28,67.28,73.72,156.21,142.4,94.42,141.83,174.79,100.0,13.7,9.22,0.39,78.66
Kota Sorong,2021,138.49,113.67,57.69,173.31,83.56,99.41,91.17,248.49,87.48,7.77,3.27,0.31,80.79
Kota Sorong,2022,105.81,108.63,41.69,232.2,125.93,92.21,130.82,274.78,98.93,11.44,9.03,0.33,66.97
Kota Sorong,2023,80.4,49.05,63.66,137.98,94.78,101.75,126.07,265.28,68.36,16.3,9.8,0.46,84.08
Kota Sorong,2024,94.64,79.05,72.16,206.04,111.61,138.26,169.47,181.43,87.55,16.54,8.06,0.49,83.27
