Kota,Tahun,DBH_PAJAK,DBH_SDA,DBH_Lainnya,DAU_Grant,DAU_Earmark,DAK_Fisik,DAK_Nonfisik,PAD,ICT,bm_pendidikan,bm_kesehatan,bm_perumahan,bm_lingkungan,bm_ekonomi,bm_infrastruktur,bm_pariwisata,bm_perlindungan_sosial,KEMISKINAN,PENGANGGURAN,KETIMPANGAN,IPM,PE
Kota Kediri,2019,265.53,128.57,104.69,292.51,180.57,187.12,274.8,362.42,100.0,204.53,212.72,77.88,103.11,53.31,171.98,84.13,105.31,11.91,7.7,0.33,72.16,4.03
Kota Kediri,2020,290.04,174.98,129.66,330.35,302.31,175.96,275.72,393.02,100.0,139.54,183.24,178.97,215.88,177.95,101.06,107.17,219.27,19.0,8.04,0.45,65.48,4.82
Kota Kediri,2021,240.51,188.8,82.06,440.39,281.0,188.85,270.97,451.43,87.86,78.39,131.08,116.9,152.8,242.36,206.7,270.62,243.06,11.93,5.2,0.42,78.25,3.98
Kota Kediri,2022,247.9,182.48,130.18,312.22,282.97,221.88,192.08,377.88,71.67,217.89,133.25,258.87,150.6,283.7,139.69,55.03,168.3,12.25,9.21,0.38,78.74,6.53
Kota Kediri,2023,203.91,206.07,122.29,305.38,207.42,170.42,194.73,491.82,71.63,180.08,217.37,53.67,271.15,277.3,298.91,238.18,204.43,16.57,4.6,0.48,74.81,3.98
Kota Kediri,2024,240.43,176.9,124.86,398.03,240.91,188.32,290.19,493.62,95.28,243.08,298.53,144.77,273.89,254.91,170.05,168.44,164.08,6.97,8.36,0.49,83.68,2.83
Kota Madiun,2014,67.96,27.42,43.28,97.74,56.07,62.96,61.91,160.66,62.31,180.04,215.46,134.34,277.29,272.05,171.47,161.69,273.52,11.84,4.2,0.35,72.73,4.39
Kota Madiun,2015,74.22,49.08,39.48,135.29,88.06,89.62,57.32,104.22,96.11,263.05,189.45,54.83,128.47,99.8,191.46,51.77,174.47,9.53,9.27,0.49,81.48,7.88
Kota Madiun,2016,91.81,43.53,23.79,115.14,49.31,72.78,63.1,138.92,100.0,187.98,232.66,81.09,222.76,121.05,279.19,254.85,260.45,14.2,9.08,0.43,70.85,3.36
Kota Madiun,2017,102.99,33.5,41.4,123.47,56.59,90.18,100.68,125.71,77.81,190.23,166.3,153.41,117.91,122.24,250.2,139.96,250.34,17.19,8.97,0.48,66.63,5.67
Kota Madiun,2018,76.67,61.09,30.49,118.65,99.87,83.86,72.93,138.21,89.01,269.16,65.04,173.22,97.65,144.26,162.78,185.19,152.63,15.05,3.0,0.46,61.98,4.6
Kota Madiun,2019,71.82,51.02,35.1,120.23,101.75,85.05,53.02,148.19,94.31,150.87,190.57,151.07,96.16,148.33,229.67,219.33,107.52,18.13,5.11,0.32,78.96,2.43
Kota Madiun,2020,94.06,33.16,34.16,157.08,72.35,90.09,92.53,153.76,72.09,83.5,289.41,182.73,135.53,186.14,196.56,225.66,151.52,19.23,8.9,0.44,61.95,4.93
Kota Madiun,2021,79.15,35.03,52.45,114.45,78.87,72.33,86.92,119.73,87.55,57.2,93.83,198.78,157.49,89.97,173.09,289.0,256.55,11.45,4.92,0.48,61.01,6.21
Kota Madiun,2022,131.16,57.07,64.02,145.34,140.74,109.23,93.25,195.0,69.47,238.78,222.5,52.48,257.74,222.81,98.08,182.83,106.91,6.0,9.93,0.31,76.37,5.08
Kota Madiun,2023,123.79,47.39,48.66,157.68,108.16,67.84,75.83,154.3,73.12,205.08,100.23,166.02,79.97,91.89,165.98,149.93,181.11,16.07,4.32,0.41,65.38,7.23
Kota Madiun,2024,149.26,78.27,51.96,171.69,80.68,97.49,127.13,235.73,100.0,226.02,183.96,290.87,233.73,127.58,111.45,288.43,251.52,19.16,5.77,0.44,72.23,3.73
Kota Malang,2014,146.23,97.57,85.76,295.54,133.6,104.74,150.38,310.45,94.49,103.24,74.17,179.76,182.86,175.84,278.71,210.53,138.37,7.53,8.32,0.5,83.64,2.52
Kota Malang,2015,194.48,124.91,75.38,263.47,191.81,153.49,142.4,309.7,86.74,84.09,162.59,219.39,121.99,249.11,133.85,124.54,210.55,13.69,4.32,0.48,76.85,7.62
Kota Malang,2016,123.32,123.84,62.86,233.15,171.3,157.34,178.2,244.34,64.37,53.64,239.04,127.97,173.2,234.87,288.07,81.62,111.41,11.46,4.22,0.5,74.03,4.27
Kota Malang,2017,157.68,70.76,117.53,271.99,169.39,196.28,121.91,430.73,75.98,137.65,136.89,243.5,124.99,211.38,183.26,260.64,77.32,13.05,4.95,0.31,64.06,5.46
Kota Malang,2018,219.41,97.59,69.33,350.14,204.62,182.77,177.45,316.69,90.93,197.48,216.23,243.23,199.02,88.94,207.89,140.55,248.6,15.04,9.79,0.34,74.93,6.75
Kota Malang,2019,178.44,93.02,112.56,306.54,190.37,160.93,145.77,267.88,64.9,148.06,248.86,180.32,158.46,186.76,185.74,215.12,74.74,15.71,4.37,0.44,69.76,3.95
Kota Malang,2020,187.48,110.73,70.22,294.72,212.3,212.57,164.13,372.64,88.8,159.37,281.79,294.0,91.1,71.86,82.35,167.7,117.85,7.9,4.47,0.3,82.42,6.3
Kota Malang,2021,151.56,96.26,69.6,325.86,132.75,140.04,203.07,330.81,97.53,276.04,108.66,81.39,79.15,144.34,143.96,99.73,263.78,15.62,6.9,0.35,76.27,2.81
Kota Malang,2022,187.74,114.51,77.46,318.19,228.66,244.25,196.46,343.29,83.67,137.06,149.83,54.24,186.67,153.38,74.79,200.42,136.62,8.38,4.8,0.4,69.18,3.75
Kota Malang,2023,230.13,146.9,116.35,477.08,277.64,271.48,224.39,611.5,96.67,178.5,88.1,242.54,275.6,59.95,205.74,65.17,293.26,5.58,9.1,0.4,69.96,2.87
Kota Malang,2024,251.09,77.21,140.91,368.44,202.23,171.4,216.76,450.64,92.52,245.91,298.12,251.79,135.99,118.5,161.72,153.34,294.93,11.05,7.75,0.38,84.04,6.87
Kota Mojokerto,2014,59.87,48.43,36.08,138.68,100.45,58.2,57.89,199.73,70.68,149.14,281.75,80.05,233.25,288.91,244.5,186.65,117.07,8.19,7.68,0.41,80.82,3.34
Kota Mojokerto,2015,62.65,58.61,53.97,133.93,73.59,89.1,107.05,203.74,92.49,205.52,184.99,116.4,214.67,288.41,105.12,159.01,60.24,19.93,3.16,0.32,75.24,6.3
Kota Mojokerto,2016,78.97,45.42,54.9,126.35,84.14,92.52,95.87,212.43,95.46,265.59,260.51,54.39,282.89,138.08,91.14,237.17,226.27,10.32,7.29,0.42,73.69,7.66
Kota Mojokerto,2017,79.89,37.09,35.5,141.11,95.16,116.74,107.92,226.96,90.44,287.38,180.24,123.33,255.25,60.78,151.58,256.98,162.75,10.26,5.83,0.38,64.8,5.17
Kota Mojokerto,2018,93.99,87.99,34.47,120.92,105.14,74.0,108.1,201.34,90.33,86.77,205.9,243.29,191.65,94.77,281.65,242.81,75.19,19.19,5.86,0.43,71.62,5.24
Kota Mojokerto,2019,100.86,47.91,52.46,175.93,125.98,120.75,115.76,154.94,88.0,281.65,72.28,179.49,214.26,148.05,227.61,59.7,226.88,15.81,6.5,0.48,83.0,4.77
Kota Mojokerto,2020,112.0,33.08,42.05,156.4,70.63,107.43,62.03,143.78,70.72,173.03,238.82,137.02,274.6,286.94,154.73,98.53,57.79,13.71,8.0,0.48,77.64,3.96
Kota Mojokerto,2021,107.02,38.48,42.99,194.54,128.57,108.8,132.84,233.62,96.4,114.56,81.93,142.93,149.88,85.3,179.32,184.15,267.55,6.11,4.34,0.47,78.12,4.85
Kota Mojokerto,2022,95.87,127.84,51.88,172.58,171.35,109.9,143.09,201.89,95.25,164.78,256.52,50.34,131.7,240.88,71.05,283.71,84.66,13.7,9.33,0.36,76.76,5.62
Kota Mojokerto,2023,112.37,57.85,41.88,159.98,81.53,131.54,96.63,172.25,79.22,295.01,245.51,124.95,52.7,77.17,296.14,258.74,81.83,11.73,5.24,0.45,84.28,7.92
Kota Mojokerto,2024,146.93,84.15,45.68,212.42,119.49,130.32,149.19,227.44,73.34,173.15,227.19,211.61,256.64,295.31,216.6,260.63,93.92,18.52,8.25,0.4,75.08,7.63
Kota Pasuruan,2014,71.73,23.4,28.54,112.86,45.45,44.05,62.38,114.67,93.29,132.19,59.04,293.55,250.25,145.4,121.35,125.8,290.07,11.57,4.84,0.33,77.23,7.17
Kota Pasuruan,2015,54.26,37.06,35.98,93.69,51.88,48.52,81.94,158.46,60.63,208.35,125.78,261.77,76.11,243.81,196.45,157.36,223.29,16.3,8.01,0.43,71.92,7.33
Kota Pasuruan,2016,49.9,53.9,42.72,120.17,65.24,61.39,78.95,162.71,86.25,110.04,115.78,55.9,194.21,135.65,77.37,167.68,250.34,18.06,5.4,0.45,74.03,4.81
Kota Pasuruan,2017,80.12,53.37,41.37,144.18,103.03,56.3,55.24,203.22,86.34,68.97,140.03,274.64,166.0,206.92,291.46,89.34,149.41,12.95,7.3,0.4,62.34,5.94
Kota Pasuruan,2018,95.04,44.15,35.53,154.37,58.33,102.32,68.36,173.3,87.46,82.22,71.91,245.8,79.68,98.0,93.7,57.77,134.08,19.04,7.75,0.38,77.24,7.37
Kota Pasuruan,2019,66.12,77.48,45.32,136.9,70.16,54.31,53.37,160.91,92.51,82.01,284.24,245.09,295.14,86.51,212.01,286.73,108.62,16.43,6.76,0.47,60.84,4.36
Kota Pasuruan,2020,66.64,51.03,28.88,159.13,65.89,103.55,76.81,213.91,93.59,87.98,188.45,164.5,103.67,284.52,111.36,110.18,170.16,13.31,9.52,0.3,78.71,7.77
Kota Pasuruan,2021,74.5,38.97,46.56,191.76,100.82,99.84,74.59,130.83,100.0,84.71,126.38,149.5,66.81,279.41,229.39,109.99,187.96,17.15,3.61,0.43,82.87,4.49
Kota Pasuruan,2022,90.28,31.37,43.47,117.32,94.12,70.55,79.34,173.43,91.38,210.22,149.25,125.73,198.71,271.87,244.21,70.84,207.94,7.57,8.19,0.36,76.56,5.61
Kota Pasuruan,2023,91.91,34.2,38.8,122.35,95.19,68.71,102.45,206.0,70.96,95.47,161.8,66.42,234.72,206.36,218.35,282.13,114.28,7.95,7.3,0.32,69.79,6.26
Kota Pasuruan,2024,116.23,78.78,44.92,166.56,77.25,120.4,105.33,239.37,89.92,136.42,200.15,107.06,58.11,252.07,203.62,194.93,287.16,8.73,5.27,0.37,60.64,7.7
Kota Probolinggo,2014,82.8,44.44,31.76,88.63,82.01,44.21,84.87,129.98,72.04,274.2,178.92,111.65,214.68,67.26,273.12,216.76,92.44,10.13,9.47,0.3,74.54,3.47
Kota Probolinggo,2015,56.03,42.68,37.96,125.32,45.99,89.0,53.51,113.37,63.24,168.49,279.85,171.02,183.07,133.7,69.66,277.89,291.41,8.95,3.26,0.32,84.66,6.48
Kota Probolinggo,2016,52.46,28.55,40.44,134.27,59.13,48.02,57.53,99.39,74.98,216.89,174.24,236.86,75.82,128.43,132.73,136.41,53.71,6.55,6.02,0.35,72.9,5.12
Kota Probolinggo,2017,93.63,67.84,37.8,113.61,66.64,68.12,83.36,140.09,64.0,93.08,298.04,168.45,93.13,208.91,112.07,205.38,170.28,17.85,9.61,0.37,74.02,3.61
Kota Probolinggo,2018,57.78,43.96,29.03,138.45,55.75,70.06,77.28,162.86,100.0,98.07,262.86,64.46,191.99,138.99,297.0,59.7,133.34,10.75,9.08,0.41,70.99,6.66
Kota Probolinggo,2019,71.6,64.57,39.46,138.45,73.04,54.68,49.55,127.42,91.38,60.22,102.13,289.45,124.09,87.13,147.35,96.69,162.28,15.47,8.53,0.36,72.39,5.31
Kota Probolinggo,2020,78.28,40.59,31.53,121.91,58.57,66.49,56.01,180.61,91.62,92.23,282.65,285.68,284.58,199.12,233.15,257.81,192.67,9.75,9.81,0.34,68.65,5.97
Kota Probolinggo,2021,56.79,75.41,29.06,165.56,106.54,86.47,86.92,186.25,63.64,119.65,79.09,246.3,254.69,253.6,221.18,241.69,158.9,10.81,7.53,0.31,61.35,3.94
Kota Probolinggo,2022,93.29,83.55,33.25,169.93,72.85,83.93,79.26,168.59,84.84,94.25,254.36,297.83,295.89,145.53,103.02,137.66,153.71,7.26,6.52,0.46,71.04,4.89
Kota Probolinggo,2023,116.58,76.05,46.99,142.37,118.86,99.45,77.01,160.06,91.54,72.18,145.16,186.12,114.92,83.07,109.75,144.2,233.18,17.05,3.31,0.5,63.26,5.7
Kota Probolinggo,2024,102.12,72.65,68.85,176.66,112.57,76.82,73.39,182.28,78.93,80.16,269.49,290.69,292.43,99.17,120.32,183.39,221.47,15.21,3.85,0.32,70.27,4.43
Kota Surabaya,2014,124.81,61.39,102.76,239.44,196.29,197.37,187.73,247.59,77.05,165.19,267.01,68.9,157.81,109.37,152.78,50.06,258.32,17.33,8.38,0.42,68.43,3.19
Kota Surabaya,2015,123.07,110.77,86.95,258.82,161.85,149.58,180.02,417.14,67.22,101.58,251.48,141.42,136.88,124.97,108.58,110.31,112.49,7.46,5.67,0.33,75.62,7.77
Kota Surabaya,2016,230.7,93.01,116.44,246.38,191.42,126.24,226.14,365.36,88.41,141.07,247.51,106.35,62.59,210.7,54.91,102.06,202.38,15.04,8.82,0.33,60.96,5.07
Kota Surabaya,2017,169.66,81.15,94.73,335.24,133.02,164.49,133.26,366.51,65.12,175.85,126.17,98.96,63.19,200.24,269.85,112.62,196.3,18.43,9.88,0.43,64.04,6.4
Kota Surabaya,2018,208.35,89.83,132.03,378.91,237.96,234.86,164.94,332.82,87.64,222.6,70.23,85.2,223.0,224.02,291.4,251.48,142.43,15.32,4.54,0.39,79.55,4.47
Kota Surabaya,2019,205.51,182.73,130.0,375.42,173.72,180.16,185.94,315.86,99.49,59.83,150.75,205.6,164.48,140.63,135.39,119.92,171.51,9.1,4.47,0.39,82.71,4.13
Kota Surabaya,2020,210.92,145.57,67.17,358.33,192.31,167.2,215.36,308.32,81.89,249.85,93.38,245.33,106.63,256.0,134.63,97.88,128.45,15.4,3.28,0.47,71.2,4.44
Kota Surabaya,2021,182.04,175.46,132.09,368.67,241.14,217.09,282.34,446.56,80.87,206.98,223.74,194.57,203.49,101.02,51.77,176.07,85.46,17.63,8.61,0.38,65.75,4.46
Kota Surabaya,2022,262.07,104.42,109.38,402.69,194.23,235.66,178.75,318.37,78.82,70.44,136.52,86.74,113.21,167.26,220.06,266.41,103.45,16.92,3.69,0.35,81.38,5.27
Kota Surabaya,2023,285.68,214.26,91.82,295.52,246.88,210.09,159.38,494.48,100.0,268.39,293.9,252.78,194.41,250.23,256.36,110.34,76.38,5.47,9.09,0.33,63.18,5.26
Kota Surabaya,2024,271.03,164.97,124.53,331.5,184.76,170.68,204.71,429.11,99.14,280.22,210.24,208.99,139.8,95.04,86.65,69.63,220.77,14.48,4.8,0.49,64.24,4.98
Kota Batu,2014,101.64,57.19,49.72,176.41,98.52,97.1,118.91,231.39,68.52,65.27,255.62,147.04,255.89,77.47,89.92,139.1,215.18,17.5,4.75,0.42,74.63,2.81
Kota Batu,2015,106.28,58.2,40.83,158.33,79.07,120.37,118.78,279.02,86.49,119.22,83.13,218.53,255.17,270.92,247.52,236.91,287.65,15.95,3.36,0.48,81.57,4.98
Kota Batu,2016,118.97,110.74,57.48,217.96,81.25,89.36,108.09,237.78,95.54,251.55,265.5,114.98,169.34,135.73,204.07,187.67,232.42,17.24,9.92,0.38,61.19,3.01
Kota Batu,2017,132.59,57.73,61.77,226.63,146.31,123.93,107.86,326.22,99.66,237.06,280.69,136.3,137.7,220.97,61.22,254.2,63.01,14.95,5.86,0.36,78.28,2.76
Kota Batu,2018,91.52,80.44,50.38,205.33,87.32,129.26,100.23,156.25,97.41,96.13,171.77,279.37,140.64,56.34,205.64,289.9,271.06,6.9,9.54,0.47,65.84,7.6
Kota Batu,2019,147.21,134.61,62.85,245.39,97.33,127.78,179.72,281.68,94.37,102.34,201.56,122.63,251.43,222.51,127.23,248.17,265.67,9.32,3.84,0.44,76.12,5.63
Kota Batu,2020,167.98,44.96,56.13,251.5,113.73,107.82,132.1,314.06,93.9,142.62,241.2,167.5,132.04,129.03,142.18,200.95,160.83,6.55,9.6,0.46,64.53,5.96
Kota Batu,2021,136.77,89.11,88.06,292.59,111.26,140.3,146.25,271.84,66.79,171.13,93.71,272.54,102.26,63.94,242.43,173.34,196.47,10.45,3.37,0.44,70.91,4.41
Kota Batu,2022,156.22,112.05,63.93,197.72,140.91,110.81,106.33,297.73,100.0,204.56,175.64,226.93,71.17,202.45,252.73,60.02,294.02,5.6,3.66,0.3,63.82,7.45
Kota Batu,2023,166.72,65.89,48.0,187.2,161.74,126.99,114.01,312.99,96.26,142.23,149.67,65.55,166.67,110.2,150.09,296.08,183.08,10.92,5.35,0.34,69.44,5.83
Kota Batu,2024,160.0,75.32,75.23,197.07,113.64,134.25,184.77,262.76,67.44,165.63,86.59,86.83,170.53,146.7,286.79,145.87,276.33,14.96,4.79,0.33,61.46,6.62
Kota Pontianak,2014,49.56,53.22,21.44,107.98,58.24,63.6,65.98,110.89,87.42,236.87,141.88,51.96,260.23,70.15,151.62,88.06,70.76,9.43,8.13,0.47,64.81,4.21
Kota Pontianak,2015,82.19,36.81,33.59,102.19,48.76,68.83,66.05,104.2,68.52,59.17,67.04,207.73,105.31,86.79,242.96,216.68,97.76,11.78,8.58,0.42,62.42,7.76
Kota Pontianak,2016,79.49,60.35,38.02,100.49,79.83,78.3,47.82,131.8,63.67,113.11,56.45,161.92,145.25,124.49,170.97,121.07,160.19,9.99,7.69,0.34,74.77,6.92
Kota Pontianak,2017,92.93,73.47,51.13,103.93,83.88,73.03,96.13,129.41,72.8,228.34,83.79,83.57,252.1,72.44,274.38,196.44,196.19,19.72,7.3,0.46,62.14,7.12
Kota Pontianak,2018,83.44,24.77,43.11,95.57,78.63,64.78,76.47,160.96,74.31,273.8,290.78,289.48,255.91,277.71,276.94,196.69,254.06,10.14,3.76,0.31,74.72,3.03
Kota Pontianak,2019,92.39,53.55,37.72,127.18,54.43,70.83,104.79,198.72,61.68,177.92,187.38,182.41,146.15,51.51,71.85,161.43,297.07,9.94,7.11,0.47,71.03,3.63
Kota Pontianak,2020,51.1,48.05,46.83,128.08,50.93,56.56,84.24,175.14,78.63,183.03,291.46,110.47,164.78,170.97,284.12,259.03,147.21,14.27,7.51,0.31,80.71,3.71
Kota Pontianak,2021,78.19,75.06,37.72,126.71,74.6,73.2,83.08,176.18,86.63,76.79,158.12,175.15,125.82,80.81,256.38,116.24,61.85,12.63,6.34,0.35,60.73,3.63
Kota Pontianak,2022,85.47,48.91,57.16,168.19,113.76,91.54,69.25,207.73,93.53,161.85,127.95,219.91,283.14,126.92,247.83,162.16,250.29,8.09,6.09,0.31,80.63,7.13
Kota Pontianak,2023,100.27,71.88,38.58,144.59,85.32,95.0,75.44,188.18,93.21,183.15,176.54,69.06,79.66,281.51,100.23,184.42,201.1,11.94,9.59,0.4,71.57,2.19
Kota Pontianak,2024,128.5,74.39,41.61,174.09,138.84,123.67,127.77,145.72,81.85,110.62,159.88,118.68,283.44,90.42,251.28,215.91,99.64,12.02,7.53,0.47,61.23,2.46
Kota Singkawang,2014,76.74,52.38,41.08,162.22,67.41,74.26,116.19,145.19,69.68,117.31,76.42,251.74,220.97,291.46,262.53,245.99,173.71,8.5,6.17,0.4,79.09,3.64
Kota Singkawang,2015,120.1,75.04,37.34,144.69,96.42,93.73,116.99,212.13,66.2,144.32,210.21,164.92,182.89,101.45,122.29,148.7,235.58,10.82,4.2,0.35,74.39,3.2
Kota Singkawang,2016,105.92,46.89,58.13,199.45,87.95,104.28,138.13,186.44,85.97,55.02,104.01,186.64,58.16,235.39,288.07,211.51,242.6,13.93,3.63,0.42,62.24,3.39
Kota Singkawang,2017,135.56,101.78,67.32,204.62,114.56,146.83,154.61,236.88,83.0,130.52,204.9,158.2,168.9,186.67,62.47,87.65,174.9,18.97,7.08,0.41,71.36,6.79
Kota Singkawang,2018,72.71,53.72,54.69,172.42,104.94,143.49,97.82,210.41,75.1,102.86,212.55,60.97,151.94,271.12,87.48,283.16,126.3,7.0,3.34,0.46,74.27,5.38
Kota Singkawang,2019,97.89,91.25,53.36,189.69,86.12,96.23,111.46,190.17,65.57,131.87,88.01,91.44,90.3,188.5,184.4,145.76,293.44,19.79,5.16,0.33,64.98,2.03
Kota Singkawang,2020,90.82,116.28,83.71,191.76,123.77,87.24,140.04,241.36,62.81,79.94,65.34,161.39,214.1,183.64,193.95,232.38,215.84,9.05,4.45,0.43,70.41,4.58
Kota Singkawang,2021,131.59,82.98,72.4,164.97,139.12,130.38,86.87,264.08,77.83,272.63,245.19,102.3,292.79,98.86,211.29,55.09,152.06,11.62,9.61,0.33,76.07,4.45
Kota Singkawang,2022,168.49,71.47,84.48,249.83,109.39,155.29,171.83,215.72,87.61,198.4,164.95,62.49,190.55,91.56,54.24,101.3,120.12,11.55,6.64,0.36,60.38,2.68
Kota Singkawang,2023,106.73,78.56,48.75,239.21,141.94,90.35,137.38,275.35,94.9,219.78,64.54,260.91,228.69,279.12,290.09,171.77,232.78,19.34,3.02,0.35,83.19,6.06
Kota Singkawang,2024,194.02,142.73,61.54,283.48,138.88,133.2,204.14,255.99,69.33,247.29,298.72,295.3,67.11,131.96,61.15,269.56,110.55,12.03,9.57,0.34,84.45,6.21
Kab. Kotawaringin Barat,2014,81.64,56.94,49.69,161.13,89.35,137.61,80.47,241.87,85.46,174.61,64.45,248.29,154.42,143.02,85.77,181.81,92.93,5.01,7.17,0.48,67.2,6.33
Kab. Kotawaringin Barat,2015,118.83,87.24,60.72,166.86,90.09,140.72,138.37,209.69,62.03,71.73,223.76,263.45,79.09,239.96,53.5,282.47,182.46,17.69,6.17,0.38,63.92,6.37
Kab. Kotawaringin Barat,2016,117.05,39.78,54.97,211.75,127.91,124.49,145.38,155.01,63.13,184.28,295.92,110.49,203.2,134.71,191.71,170.95,122.5,13.36,8.51,0.41,68.1,2.0
Kab. Kotawaringin Barat,2017,142.83,73.46,71.06,195.67,126.68,136.53,125.55,211.58,90.53,196.71,109.8,290.16,284.62,288.02,283.07,172.61,207.23,12.7,8.62,0.37,69.7,7.72
Kab. Kotawaringin Barat,2018,147.34,45.48,63.42,185.71,108.17,129.25,82.12,245.29,91.29,236.36,85.56,99.23,215.44,234.48,216.49,79.94,79.48,16.58,8.8,0.33,82.44,6.89
Kab. Kotawaringin Barat,2019,170.28,89.15,69.76,264.12,171.91,131.03,115.31,252.12,77.02,157.91,80.35,287.86,69.2,199.36,255.66,250.66,213.74,10.82,5.01,0.35,81.53,7.42
Kab. Kotawaringin Barat,2020,134.04,53.76,53.71,164.71,101.47,141.29,150.61,195.2,67.63,81.9,125.82,298.7,138.67,270.22,53.32,111.74,120.82,11.95,6.29,0.47,79.07,2.09
Kab. Kotawaringin Barat,2021,158.01,127.43,47.74,227.25,180.38,164.59,145.91,289.33,86.74,120.94,75.26,227.93,187.67,62.4,185.5,274.9,50.06,10.22,6.64,0.43,70.46,7.6
Kab. Kotawaringin Barat,2022,195.15,68.65,76.1,252.49,176.93,131.05,171.98,393.72,82.78,140.77,223.04,295.29,150.8,114.27,164.89,277.71,81.73,11.27,9.38,0.5,62.65,6.86
Kab. Kotawaringin Barat,2023,177.7,132.87,50.01,183.59,105.79,181.86,107.51,273.8,86.81,211.48,65.57,192.38,258.41,166.26,174.74,285.83,283.4,17.73,3.14,0.42,66.93,7.02
Kab. Kotawaringin Barat,2024,153.79,142.2,100.31,266.19,124.0,168.86,154.48,433.52,65.63,192.69,177.36,114.89,253.67,106.74,68.05,180.06,266.84,17.01,6.2,0.42,75.11,2.56
Kab. Kotawaringin Timur,2014,144.24,86.51,86.86,276.97,162.86,123.39,194.35,274.51,69.88,139.02,299.17,159.25,202.96,235.98,221.11,219.27,108.4,7.95,5.89,0.35,74.6,6.43
Kab. Kotawaringin Timur,2015,170.78,122.25,70.93,254.1,221.64,168.99,166.44,244.13,95.2,296.63,253.49,198.39,143.36,279.8,175.81,244.63,244.59,12.47,6.88,0.41,77.68,7.76
Kab. Kotawaringin Timur,2016,150.29,157.31,116.85,256.35,179.75,145.72,127.23,318.17,99.84,201.44,203.8,68.27,113.83,155.94,241.29,82.75,202.14,7.16,7.97,0.41,63.6,6.07
Kab. Kotawaringin Timur,2017,217.09,81.18,96.42,280.57,190.35,157.96,130.5,293.65,69.31,109.31,126.56,205.59,76.47,135.53,171.32,200.24,292.73,7.82,6.0,0.43,66.6,5.42
Kab. Kotawaringin Timur,2018,186.01,135.41,120.19,317.11,180.16,192.68,236.09,447.81,88.34,75.45,205.97,295.29,138.72,290.39,87.35,58.57,143.4,9.84,4.66,0.35,72.61,7.67
Kab. Kotawaringin Timur,2019,224.94,84.96,128.96,419.88,192.96,249.02,213.47,565.37,85.37,88.21,181.76,97.53,153.29,161.21,212.06,174.39,220.37,17.68,6.68,0.44,82.08,4.66
Kab. Kotawaringin Timur,2020,192.83,184.09,89.58,350.73,273.96,253.21,206.13,356.74,73.92,111.49,156.52,248.15,218.96,172.26,93.1,88.71,65.88,10.34,4.99,0.34,78.58,5.6
Kab. Kotawaringin Timur,2021,204.88,124.81,139.63,336.88,152.16,153.55,224.12,450.67,100.0,90.17,82.68,276.97,214.54,137.91,268.1,95.73,149.06,11.28,6.02,0.31,72.91,4.86
Kab. Kotawaringin Timur,2022,182.29,95.76,89.09,333.18,255.26,189.74,198.45,372.21,72.85,96.64,271.65,285.93,67.53,277.39,203.28,141.26,290.95,19.37,8.98,0.35,68.19,7.6
Kab. Kotawaringin Timur,2023,218.2,76.0,122.23,369.04,277.69,170.3,263.87,524.18,64.85,121.27,162.45,290.03,148.81,192.24,89.3,158.11,184.75,6.91,5.79,0.33,66.37,2.46
Kab. Kotawaringin Timur,2024,238.98,139.96,149.55,326.54,303.09,188.98,272.25,411.24,75.08,93.34,98.66,180.36,95.44,240.54,290.58,205.79,121.97,7.15,9.01,0.36,76.47,5.01
Kota Palangkaraya,2014,78.77,64.89,28.64,140.5,99.83,55.7,60.06,180.79,94.73,274.19,141.94,294.33,89.2,252.95,179.59,68.61,80.07,11.56,5.82,0.33,72.67,6.12
Kota Palangkaraya,2015,79.9,68.38,34.04,134.24,107.79,91.27,99.64,153.12,90.16,70.06,153.53,239.33,256.83,135.46,68.22,175.92,225.88,16.52,3.28,0.32,65.08,6.75
Kota Palangkaraya,2016,105.77,48.49,47.41,155.25,90.89,77.78,90.37,153.83,74.68,181.13,256.88,90.42,60.48,158.42,206.71,95.66,211.21,6.26,9.95,0.33,61.81,5.5
Kota Palangkaraya,2017,83.51,73.78,42.62,153.4,80.96,86.15,90.49,220.71,100.0,152.6,233.4,169.23,154.8,262.12,113.3,193.49,143.48,12.67,9.6,0.31,72.58,7.45
Kota Palangkaraya,2018,123.38,35.29,50.55,183.36,79.8,120.56,65.48,222.63,96.87,295.59,242.33,229.58,92.05,140.81,250.92,209.35,287.74,19.0,7.6,0.39,61.12,7.65
Kota Palangkaraya,2019,106.54,38.33,61.22,179.83,81.47,87.98,77.13,228.14,80.72,78.01,52.76,111.84,269.83,248.48,254.46,189.18,55.55,14.33,6.54,0.46,81.53,2.39
Kota Palangkaraya,2020,71.55,84.44,50.09,181.25,116.5,95.39,135.44,160.22,83.81,149.46,154.04,210.15,189.26,285.25,294.74,234.57,125.93,15.07,3.03,0.48,62.81,4.41
Kota Palangkaraya,2021,82.82,54.27,37.72,160.61,89.65,64.25,81.99,224.96,99.2,292.37,170.34,216.65,107.85,205.8,175.47,133.9,280.27,15.35,8.07,0.44,67.77,2.14
Kota Palangkaraya,2022,80.93,84.7,62.98,158.61,64.22,72.51,84.09,200.8,75.52,266.38,54.8,90.67,175.61,235.41,163.74,241.28,130.23,6.13,9.6,0.37,82.81,3.98
